name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Peace and Quiet,210000.0,False,51.0,Zen Atlas,Peace and Quiet,0.135,0.0385,0.0,-29.121,1.0,0.0457,0.284,0.74,0.111,0.0329,70.439,4.0
Twelve,263000.0,False,0.0,Farzad Golpayegani,One,0.384,0.882,9.0,-5.767,0.0,0.115,0.076,0.853,0.328,0.0452,120.166,4.0
Enquanto Acaba,259564.0,False,49.0,Don L;Flora Matos,Caro Vapor / Vida e Veneno de Don L,0.81,0.633,1.0,-8.012,1.0,0.0812,0.0404,0.304,0.224,0.853,121.485,3.0
Insomnia,179746.0,False,63.0,Daya,Insomnia,0.754,0.653,7.0,-5.095,1.0,0.0611,0.0944,0.0,0.383,0.379,123.084,4.0
Keep on Dancing,247143.0,False,6.0,Fast Eddie,Jack to the Sound,0.786,0.974,11.0,-6.559,1.0,0.0539,4.74e-05,0.33,0.0398,0.451,125.767,4.0
Ex-Quadrilha da Fumaça,185360.0,False,48.0,Planet Hemp,A Invasão do Sagaz Homem Fumaça,0.549,0.945,1.0,-4.534,1.0,0.295,0.00636,0.0,0.106,0.453,105.3,4.0
Salmon Benedict,117836.0,False,40.0,Timothy Infinite,Weekend in São Paulo,0.718,0.432,10.0,-11.149,0.0,0.374,0.933,0.803,0.565,0.395,78.035,4.0
Prednison Attack,265149.0,False,33.0,Project Omeaga,Prednison Attack VIP,0.787,0.945,7.0,-5.564,1.0,0.421,0.0646,0.628,0.456,0.0589,170.012,4.0
Black-Eyed Susan,221960.0,False,30.0,Town Mountain,Heroes & Heretics,0.369,0.44,2.0,-11.16,1.0,0.031,0.856,0.184,0.0434,0.333,102.194,4.0
Come Un Rullo Di Tamburi,107107.0,False,27.0,Coro - Pocahontas,Pocahontas (Colonna Sonora Originale),0.425,0.322,0.0,-15.328,1.0,0.0672,0.576,0.000724,0.11,0.24,202.555,4.0
Smoky Mountain Memories,210387.0,False,23.0,Larry Sparks,Bound To Ride: The Best of Larry Sparks,0.475,0.325,5.0,-11.327,1.0,0.032,0.869,0.0,0.0895,0.393,127.612,4.0
A Sheep Among the Wolves,437640.0,False,16.0,Regarde Les Hommes Tomber,Exile,0.167,0.983,5.0,-3.981,0.0,0.0951,8.45e-06,0.883,0.244,0.118,128.711,4.0
Rock Steady,260000.0,True,21.0,Dub Pistols;Rodney P;Lindy Layton;Barry Ashworth;Will Hensel,Worshipping the Dollar,0.771,0.744,0.0,-11.456,1.0,0.108,0.0224,1.12e-05,0.474,0.591,89.994,4.0
Yègellé Tezeta,194293.0,False,55.0,Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,0.839,0.233,3.0,-13.539,1.0,0.0413,0.745,0.747,0.105,0.777,125.597,4.0
Vedestä Vieraantunut,395067.0,False,16.0,Vermilia,Kätkyt,0.169,0.878,9.0,-5.34,1.0,0.0542,6.37e-06,0.625,0.389,0.306,103.0,4.0
Fuck Martina - Stunned Guys Remix,329107.0,False,22.0,Bodylotion,Oldschool Hardcore Volume II,0.691,0.896,10.0,-7.911,0.0,0.0568,0.00392,0.831,0.159,0.181,92.987,4.0
La Corona,270794.0,True,34.0,Cyclo,La Corona,0.492,0.827,9.0,-6.325,0.0,0.181,0.159,0.0,0.0987,0.157,100.381,4.0
Midnight Queen,375667.0,False,28.0,Sarcófago,The Laws of Scourge,0.258,0.804,2.0,-8.187,1.0,0.0441,5.71e-05,0.768,0.173,0.145,120.728,4.0
Wheres the Beef?,267933.0,False,19.0,Stanton Warriors,Wheres the Beef? / MPC,0.727,0.971,6.0,-3.643,0.0,0.119,0.000979,0.834,0.0974,0.177,130.015,4.0
プラスティック・ラブ,294347.0,False,47.0,Mariya Takeuchi,VARIETY (30th Anniversary Edition),0.692,0.875,7.0,-4.824,1.0,0.0323,0.0428,0.00137,0.159,0.85,102.256,4.0
Concrete,152051.0,False,48.0,Ben Kessler,Concrete,0.578,0.459,0.0,-9.926,1.0,0.127,0.381,0.0247,0.231,0.344,92.067,4.0
McQueen's Lost,148733.0,False,47.0,Randy Newman,Cars (Original Motion Picture Soundtrack),0.27,0.273,0.0,-13.335,0.0,0.0361,0.798,0.796,0.052,0.0603,119.562,4.0
I Am The Magnificent (Original Mix) - Extended Mix,367179.0,False,2.0,The Prophet,The Hardcore Archive Part 3 (1997),0.329,0.853,11.0,-6.488,0.0,0.046,0.000161,0.74,0.309,0.0708,103.933,4.0
Uma Música,194040.0,False,46.0,Fresno,Redenção,0.606,0.921,1.0,-3.111,1.0,0.0299,0.0479,0.0,0.106,0.681,125.073,4.0
Linceul d'hiver,170373.0,False,43.0,Les Discrets,Ariettes oubliées,0.517,0.381,8.0,-9.72,0.0,0.0343,0.357,0.909,0.106,0.305,109.954,3.0
有什麼不敢面對,229588.0,False,22.0,Della,愛到不要命,0.552,0.307,5.0,-11.794,1.0,0.0332,0.845,0.0,0.128,0.303,127.919,4.0
Syphone,96000.0,False,25.0,Dino P,Syphone,0.706,0.425,7.0,-14.386,0.0,0.0978,0.0549,0.975,0.159,0.324,80.002,4.0
Sedate Dawn,165802.0,False,57.0,Quinn Joshua,Sedate Dawn,0.0999,0.0273,11.0,-31.428,1.0,0.0405,0.91,0.66,0.11,0.117,68.322,3.0
Nikad ne Zaboravi,142621.0,False,60.0,Nadia Bulic,Nikad ne Zaboravi,0.0707,0.00607,2.0,-36.381,1.0,0.0352,0.987,0.814,0.0976,0.0382,74.496,4.0
Tá Complicado,152842.0,False,44.0,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,0.718,0.875,5.0,-6.558,1.0,0.0419,0.572,0.0,0.0622,0.94,171.983,4.0
Delicious Deeds,185783.0,False,44.0,Master Haratt,Delicious Deeds,0.78,0.417,8.0,-3.343,0.0,0.0782,0.127,0.872,0.12,0.759,83.088,4.0
煎熬,262027.0,False,59.0,Jess Lee,感謝愛人,0.379,0.39,11.0,-6.597,1.0,0.0299,0.465,6.14e-06,0.0943,0.154,139.197,4.0
Next to the Trash,185053.0,False,25.0,Punch Brothers,Antifogmatic,0.603,0.373,5.0,-14.98,1.0,0.0349,0.756,6.8e-05,0.135,0.799,96.299,4.0
Voile,471321.0,False,34.0,Avoure,"Root to Branch, Vol. 2",0.599,0.589,8.0,-10.748,0.0,0.0313,0.14,0.907,0.169,0.0398,124.0,4.0
wonderwork,180000.0,False,1.0,meadowzz,subtopia,0.71,0.415,0.0,-11.207,1.0,0.0707,0.492,0.843,0.326,0.607,147.944,4.0
Baby Volta pro Seu Nego (Versão Grave),143726.0,False,23.0,Os Barões Da Pisadinha,Paredão Explode,0.75,0.76,2.0,-7.687,1.0,0.0528,0.00667,2.12e-05,0.0914,0.506,171.931,4.0
Do What You're Told,197317.0,False,13.0,Bad Boy Bill;Matthew Anthony,"Legends EP, Vol. 1. Turntablism Part 1",0.839,0.867,0.0,-10.997,1.0,0.101,0.00345,0.78,0.0641,0.463,123.05,4.0
Wonder Wings,210333.0,False,25.0,Diamond Yukai,Wonder Wings【通常盤】,0.433,0.901,2.0,-4.27,1.0,0.146,0.0195,0.0,0.137,0.481,174.898,4.0
A Waiting,133793.0,False,60.0,Even Massi,Delusion,0.171,0.00552,0.0,-34.587,1.0,0.0422,0.912,0.871,0.109,0.0909,73.031,3.0
Out of Source,416575.0,False,6.0,Alphaxone,Dystopian Gate,0.262,0.158,0.0,-25.514,1.0,0.0418,0.279,0.856,0.106,0.0334,107.854,3.0
Firestarter - Andy C Remix,232500.0,False,44.0,The Prodigy;Andy C,Firestarter (Andy C Remix),0.436,0.977,6.0,-0.562,0.0,0.217,0.000207,0.914,0.12,0.335,174.086,4.0
放課後ゲタ箱ロッケンロールMX,272720.0,False,16.0,Shiritsu Ebisu Chugaku,中人,0.357,0.995,11.0,-1.065,0.0,0.484,0.0163,0.000247,0.258,0.0808,185.054,4.0
O Papa é Pop,265040.0,False,63.0,Engenheiros Do Hawaii,O Papa É Pop,0.568,0.7,6.0,-5.42,1.0,0.0258,0.0409,7.11e-06,0.0838,0.571,131.885,4.0
The Infinite Void,501000.0,False,7.0,Alphaxone,The Infinite Void,0.129,0.107,8.0,-25.261,1.0,0.0331,0.893,0.984,0.143,0.0499,69.281,4.0
帶我走,289427.0,False,54.0,Rainie Yang,半熟宣言,0.526,0.513,5.0,-6.982,1.0,0.0265,0.563,0.0,0.0951,0.255,141.941,4.0
Duppy Know Who Fi Frighten,179493.0,False,29.0,Demarco,Ragga Ragga Ragga 2008,0.585,0.824,2.0,-4.455,1.0,0.0896,0.219,0.0,0.112,0.945,128.626,4.0
Jiggle Jiggle,97209.0,False,28.0,Duke & Jones;Louis Theroux,Jiggle Jiggle,0.864,0.412,1.0,-5.886,1.0,0.273,0.458,0.00087,0.124,0.654,99.992,4.0
Believe In The Future - Radio Edit,223077.0,False,29.0,Critical Mass,Believe In The Future,0.497,0.931,5.0,-11.154,0.0,0.0553,0.00697,0.212,0.426,0.179,169.97,4.0
The Nameless Dread,71375.0,False,20.0,Anaal Nathrakh,The Whole of the Law,0.206,0.613,3.0,-7.119,1.0,0.0463,0.899,0.748,0.309,0.0781,82.459,4.0
Rubai 34 To 39,418587.0,False,0.0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.347,0.121,0.0,-18.072,0.0,0.04,0.855,6.1e-05,0.192,0.182,83.672,4.0
Svartmesse,214184.0,False,32.0,Kvelertak,Nattesferd,0.413,0.882,9.0,-6.671,1.0,0.0479,0.000167,0.39,0.367,0.345,125.591,3.0
聽媽媽的話,263973.0,False,57.0,Jay Chou,依然范特西,0.719,0.64,10.0,-6.615,1.0,0.0287,0.391,6.52e-05,0.11,0.595,92.989,4.0
Bounce - Uberzone Original Mix,332533.0,False,7.0,Uberzone,Bounce,0.746,0.963,1.0,-6.487,1.0,0.101,0.000229,0.834,0.329,0.243,129.0,4.0
Delusions of Omniscience,568186.0,False,5.0,Alphaxone;protoU,Back to Beyond,0.0925,0.254,9.0,-21.862,1.0,0.0438,0.266,0.761,0.122,0.0307,87.657,4.0
La Calidez Sana Del Agua,120000.0,False,7.0,Ruido Blanco Hart;Música de concentración profunda;Waves for Sleep,Chispa Encendida: Flujo De Antorchas,0.229,0.986,10.0,-21.872,0.0,0.0577,0.103,0.0427,0.716,0.0148,112.275,3.0
卒業 - Reprise version,236667.0,False,21.0,Sakurako Ohara,CAM ON!~5th Anniversary Best~,0.587,0.874,1.0,-4.536,1.0,0.0367,0.363,4.67e-05,0.226,0.904,156.971,4.0
Cave Crawl,208405.0,False,39.0,Navie D,Music to Banana To,0.707,0.694,5.0,-6.332,1.0,0.0299,0.00021,0.896,0.11,0.313,125.008,4.0
Reason I Sing,272392.0,False,52.0,Phil Wickham,Hymn of Heaven,0.43,0.21,7.0,-12.989,1.0,0.0352,0.884,0.0,0.0677,0.305,151.439,3.0
Plastic regret,221853.0,False,34.0,櫻坂46,Nobody's fault (Special Edition),0.711,0.893,2.0,-3.687,1.0,0.0323,0.428,0.0,0.385,0.855,127.963,4.0
Oceanquake,225415.0,False,9.0,CHTHONIC,Takasago Army,0.427,0.978,6.0,-4.79,1.0,0.0837,3.97e-05,0.053,0.936,0.147,90.048,4.0
Crocuta Crocuta,448000.0,False,0.0,Siavash Amini,A Trail of Laughters,0.171,0.427,3.0,-20.299,0.0,0.106,0.302,0.896,0.115,0.0375,115.531,4.0
Beijou Ta Novo,164617.0,False,43.0,Washington Brasileiro,Beijou Ta Novo,0.758,0.949,1.0,-3.731,1.0,0.07,0.378,0.0,0.225,0.848,174.009,4.0
When The Dust Clears (feat. LOA.) - MD MixX,222601.0,False,21.0,Mike Dunn;LOA.,Defected Presents Most Rated Ibiza 2022,0.818,0.733,0.0,-6.585,1.0,0.116,0.000559,4.77e-06,0.331,0.742,124.054,4.0
Yippee Space Ghost,327480.0,False,10.0,Kelpe,Ex-Aquarium,0.717,0.533,5.0,-8.382,0.0,0.0364,0.111,0.844,0.302,0.287,102.981,4.0
Main Yahaan Hoon,295158.0,False,70.0,Madan Mohan;Udit Narayan;Javed Akhtar,Veer - Zaara,0.484,0.788,4.0,-7.625,0.0,0.0565,0.69,0.0132,0.0939,0.741,171.973,4.0
Lilith's Club,326400.0,False,39.0,Noisia,Devil May Cry (Original Game Soundtrack),0.543,0.794,7.0,-5.369,1.0,0.297,0.00304,0.801,0.168,0.174,124.981,4.0
Hold Whatcha Got,168107.0,False,31.0,Tony Rice Unit,Manzanita,0.678,0.489,5.0,-11.556,1.0,0.0358,0.28,8.58e-06,0.107,0.899,104.836,4.0
Gimme Some More,348891.0,False,2.0,Technikore,Not over Yet (Weaver vs. Steve Hill Mix) / Gimme Some More,0.4,0.997,2.0,-3.261,1.0,0.089,0.00021,0.86,0.276,0.369,171.989,4.0
Dance with Me - Patrick Topping Remix,353678.0,False,30.0,Paul Johnson;Patrick Topping,Dance with Me (Patrick Topping Remix),0.824,0.568,10.0,-13.099,0.0,0.0649,0.00173,0.206,0.265,0.68,125.0,4.0
All the Pretty Horses,175189.0,False,21.0,Jon Sarta,Piano Lullabies for Bedtime,0.66,0.0845,2.0,-17.024,0.0,0.0478,0.992,0.936,0.0988,0.183,71.913,4.0
Grind 2 Halt,295413.0,False,32.0,Static-X,Cult of Static,0.667,0.948,5.0,-4.333,1.0,0.035,0.0309,0.00455,0.07,0.408,99.997,4.0
I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),157206.0,False,74.0,Oliver Heldens;Nile Rodgers;House Gospel Choir,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),0.686,0.892,10.0,-3.186,0.0,0.0498,0.0577,7.11e-06,0.0838,0.752,126.03,4.0
s Nachts Na Tweëen,205000.0,False,34.0,Lawineboys,10 Jaar Lawinegevaar,0.735,0.949,2.0,-3.972,1.0,0.0352,0.219,0.0,0.306,0.981,129.995,4.0
Locked Up,198067.0,False,28.0,The Avett Brothers,Closer Than Together,0.682,0.813,9.0,-5.58,1.0,0.1,0.0606,0.0,0.0653,0.349,157.156,4.0
Fazenda do Papai,154204.0,False,27.0,Chicão do Piseiro;Jonatas Campeão,Fazenda do Papai,0.674,0.907,1.0,-5.472,0.0,0.0448,0.618,0.0,0.0787,0.947,167.941,4.0
逆光,294027.0,False,56.0,Stefanie Sun,逆光,0.306,0.579,9.0,-5.831,1.0,0.0525,0.403,0.0,0.291,0.306,175.925,4.0
Surfing,225133.0,False,20.0,Ernest Ranglin,Surfside,0.793,0.436,0.0,-7.624,0.0,0.0666,0.132,0.0143,0.0651,0.821,142.011,4.0
Dhalti Rahe,287000.0,False,52.0,Twin Strings,Dhalti Rahe - Single,0.65,0.327,10.0,-11.441,1.0,0.0324,0.725,0.000302,0.0824,0.196,140.047,3.0
Move Your Body (Elevation) [Club Mix],438480.0,False,29.0,Xpansions,Move Your Body (Elevation) - EP,0.709,0.76,0.0,-12.105,1.0,0.0397,0.000149,0.0183,0.351,0.674,121.97,4.0
Fractal Equivalence,211675.0,True,0.0,Pointed Mutation,Engineering the Unhuman,0.297,0.918,7.0,-5.923,1.0,0.178,1.6e-05,0.895,0.528,0.0786,199.123,4.0
Hallowed Be Thy Name,430733.0,False,51.0,Cradle Of Filth,Lovecraft & Witch Hearts,0.428,0.972,2.0,-1.998,0.0,0.0666,7.16e-05,0.0736,0.0787,0.225,118.306,4.0
I Speak Hate,312227.0,True,8.0,Confess,Revenge at All Costs,0.426,0.957,1.0,-4.831,1.0,0.0968,1.08e-05,0.871,0.314,0.231,95.027,4.0
More Ratatatin - London Bars Vol. II,199779.0,True,15.0,Chase & Status;Giggs,"Chase & Status Present ""London Bars""",0.89,0.829,11.0,-4.521,0.0,0.252,0.00257,0.00286,0.943,0.827,140.011,4.0
Deray,277027.0,False,27.0,Rosana,Lunas rotas,0.546,0.374,0.0,-9.501,1.0,0.0275,0.75,0.000199,0.113,0.363,77.011,4.0
Nothing Short of Thankful,206000.0,False,27.0,The Avett Brothers,Mignonette,0.545,0.806,2.0,-6.212,1.0,0.0526,0.526,4.76e-06,0.125,0.596,118.95,4.0
Radar,247587.0,False,19.0,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),0.575,0.771,2.0,-5.977,1.0,0.0395,0.199,0.00019,0.0882,0.696,77.394,4.0
Cançó del Lladre,143507.0,False,31.0,Fasero,Músicas Calmas para Relaxar: Sons e Música Relaxante para Dormir e Meditaçao de Relaxamento,0.576,0.313,2.0,-6.489,1.0,0.0265,0.853,0.0365,0.111,0.254,75.775,4.0
Revive My Light,243478.0,False,15.0,Talla 2XLC;Alexandra Badoi,Revive My Light,0.518,0.997,4.0,-4.191,0.0,0.0732,0.0148,0.0101,0.362,0.166,137.985,4.0
命運,227487.0,False,53.0,Jia Jia,為你的寂寞唱歌,0.516,0.333,6.0,-8.38,1.0,0.029,0.842,3.48e-05,0.112,0.364,136.196,4.0
Talking To Casey,151067.0,False,27.0,Doc Watson;Merle Watson,Doc & Merle Watson's Guitar Album,0.607,0.61,4.0,-11.389,1.0,0.0297,0.275,0.921,0.0637,0.65,105.03,4.0
Hardsax (Original Mix) - Extended Mix,311946.0,False,0.0,The Prophet,The Hardcore Archive Part 3 (1997),0.671,0.97,7.0,-4.566,1.0,0.0699,0.00966,0.922,0.0876,0.258,149.949,4.0
Dark Days Dark Times,266645.0,False,14.0,Dub Pistols;MC Navigator;Seanie T,Addict,0.688,0.86,0.0,-6.449,1.0,0.11,0.0503,1.37e-06,0.152,0.303,97.03,4.0
別問很可怕,248880.0,False,57.0,J.Sheon,J.Sheon 同名專輯 街巷,0.77,0.456,0.0,-7.453,1.0,0.0464,0.634,0.0,0.111,0.408,125.9,3.0
everyday,258893.0,False,15.0,Sakurako Ohara,さよなら,0.677,0.653,3.0,-4.446,1.0,0.0234,0.222,0.0,0.0993,0.411,95.02,4.0
Rainfall on Roof,179736.0,False,28.0,Rainfall For Sleep,Rainfall for Sleep (Sleep Aid),0.276,0.985,0.0,-22.059,0.0,0.0464,0.857,0.649,0.949,0.0131,78.966,3.0
Under a Vibes,156502.0,True,15.0,Kyodi;Weekday,Under a Vibes,0.631,0.632,0.0,-4.781,0.0,0.376,0.257,0.0,0.103,0.4,100.039,4.0
Ueno,162439.0,False,34.0,Nathan Kawanishi,Freshman Tape,0.73,0.825,9.0,-8.678,0.0,0.176,0.146,0.936,0.0784,0.817,81.971,4.0
Repetitious (Zamaangard),325503.0,False,0.0,Baaroot,From Void To Void,0.265,0.146,7.0,-18.242,0.0,0.0314,0.942,0.0498,0.0985,0.208,179.85,3.0
Vento No Litoral,366373.0,False,44.0,Legião Urbana,Mais Do Mesmo,0.55,0.214,0.0,-14.945,1.0,0.0308,0.662,0.000229,0.104,0.0752,120.407,4.0
Journey Through the Cold Moors of Svarttjern,331773.0,False,19.0,Carpathian Forest,"Through Chasm, Caves And Titan Woods",0.347,0.45,2.0,-17.447,1.0,0.0304,0.00982,0.0102,0.115,0.185,80.15,4.0
Road to Nowhere,257854.0,False,14.0,Alphaxone,Edge of Solitude,0.226,0.189,4.0,-19.185,0.0,0.0425,0.936,0.892,0.104,0.0297,103.814,4.0
Chainsaw Gutsfuck,212760.0,True,54.0,Mayhem,Deathcrush,0.249,0.828,3.0,-10.821,0.0,0.0685,3.04e-06,0.951,0.112,0.279,120.23,5.0
Caught in the Middle,217293.0,False,15.0,Lusine,Language Barrier,0.241,0.359,3.0,-21.22,0.0,0.0495,0.949,0.806,0.253,0.117,160.305,5.0
Mountain Streams Alps,310500.0,False,42.0,Nature Sounds,Water Sounds,0.161,1.0,10.0,-14.559,1.0,0.0576,0.855,0.78,0.979,1e-05,130.708,5.0
Make It Work [Mixed],220000.0,False,15.0,Dither,"Dominator - Rally Of Retribution (Mixed By Angerfist, The Satan & Negative A)",0.455,0.996,7.0,-2.635,1.0,0.215,0.0571,0.00966,0.585,0.276,174.978,4.0
Arp Of Life,198163.0,False,49.0,Bjørg Stigbjørnson,Á Eftir,0.183,0.0367,0.0,-31.018,1.0,0.0375,0.841,0.877,0.115,0.0389,70.412,4.0
Promised Land (ASOT 976) - Cosmic Gate's No Gravity Remix,351440.0,False,5.0,Joe Smooth;Cosmic Gate,ASOT 976 - A State Of Trance Episode 976 (A State Of Trance Showcase - Mix 009: Rodg),0.614,0.83,9.0,-6.903,1.0,0.0331,0.00854,0.203,0.103,0.0389,126.981,4.0
New Grass — piano reworks,216141.0,False,29.0,tstewart;Ólafur Arnalds,New Grass — piano reworks,0.205,0.271,1.0,-19.739,1.0,0.0325,0.93,0.841,0.134,0.086,85.356,5.0
Truth From The Lies,369460.0,False,13.0,Hybrid,Black Halo,0.595,0.655,8.0,-9.515,1.0,0.0403,0.0048,0.123,0.11,0.0939,128.01,4.0
Cascavel,151510.0,True,43.0,Murica;BEATDOMK,Cascavel,0.6,0.531,6.0,-8.253,0.0,0.419,0.618,0.0,0.288,0.682,84.777,4.0
I Don't Care Anymore,281523.0,False,11.0,HELLYEAH,UNDEN!ABLE (Deluxe 2.0),0.519,0.973,5.0,-4.22,0.0,0.049,0.000129,1.45e-06,0.103,0.382,140.032,4.0
Motel In Memphis,265693.0,False,26.0,Old Crow Medicine Show,Tennessee Pusher,0.401,0.521,4.0,-8.253,0.0,0.0327,0.0981,3.82e-06,0.167,0.548,155.573,4.0
Rökkur,426325.0,False,22.0,Sólstafir,Endless Twilight of Codependent Love,0.301,0.497,0.0,-6.933,1.0,0.035,0.357,0.0115,0.105,0.039,141.119,4.0
Paddoman,199600.0,False,20.0,Hakkuhbar,Vet heftig,0.69,0.896,7.0,-7.367,1.0,0.127,0.0438,0.000329,0.346,0.796,172.036,4.0
Bartzabel,301320.0,False,42.0,Behemoth,I Loved You at Your Darkest,0.467,0.914,6.0,-5.707,1.0,0.0782,0.0238,0.104,0.0776,0.18,109.003,4.0
ダンケシェーン,222440.0,False,35.0,Nogizaka46,気づいたら片想い TypeD,0.505,0.91,4.0,-4.205,0.0,0.0589,0.19,0.0,0.194,0.72,158.09,4.0
Fantasise,326667.0,False,9.0,Paul Johnson,Bump Talkin',0.697,0.586,8.0,-13.09,1.0,0.0348,0.123,0.938,0.0919,0.865,129.431,4.0
Aire (En Vivo),276988.0,False,32.0,Ana Torroja;Erik Rubin,90's Pop Tour 4 (En Vivo Desde la Arena Ciudad de México),0.316,0.817,5.0,-8.907,0.0,0.0585,0.346,2.52e-05,0.948,0.209,160.924,4.0
Lontano lontano - Cara B,231493.0,False,23.0,Jorge Drexler,Cara B,0.7,0.344,0.0,-20.913,1.0,0.477,0.862,0.00386,0.138,0.473,89.845,4.0
One Little Spark,111349.0,False,19.0,Jon Sarta,Disney Piano Classics 5: From the Corner,0.65,0.124,5.0,-19.205,1.0,0.0645,0.985,0.801,0.162,0.953,183.932,4.0
44 Double Zero,267852.0,False,22.0,Hypocrisy,End of Disclosure,0.35,0.891,10.0,-6.373,0.0,0.0667,7.8e-06,0.849,0.129,0.179,149.938,4.0
Bliss,331666.0,False,0.0,Farzad Golpayegani,Eight,0.537,0.957,11.0,-4.69,0.0,0.0457,0.00146,0.895,0.325,0.799,138.001,4.0
Wavy Gravy,210000.0,False,24.0,Vanilla Beach,Wavy Gravy,0.695,0.292,7.0,-13.849,1.0,0.0545,0.651,0.926,0.146,0.392,84.033,4.0
Trans,273600.0,False,36.0,Gesaffelstein,Aleph,0.669,0.924,9.0,-4.699,1.0,0.055,0.000108,0.898,0.123,0.0662,107.035,4.0
Take Me Up (Lego's Mix),384220.0,False,38.0,Ralphi Rosario,Uc Anthems Volume 3 EP,0.887,0.651,5.0,-7.895,1.0,0.0421,0.027,0.105,0.0503,0.652,123.004,4.0
Tune Kaha,216886.0,False,55.0,Prateek Kuhad,Tune Kaha,0.362,0.763,3.0,-8.514,1.0,0.0589,0.015,0.00481,0.237,0.431,187.291,4.0
Baby's Got a Temper - Main Mix,267000.0,False,49.0,The Prodigy,Baby's Got a Temper,0.567,0.952,6.0,-5.634,1.0,0.0465,0.000495,0.0451,0.338,0.497,105.957,4.0
Weekend Love,255027.0,False,34.0,Golden Earring,Golden Earring Biggest Hits,0.491,0.737,2.0,-6.132,1.0,0.04,0.279,0.0,0.106,0.456,166.627,4.0
Casinha La do Fundo,194525.0,False,40.0,Soró Silva,Casinha La do Fundo,0.677,0.833,6.0,-3.52,0.0,0.0408,0.368,0.0,0.0715,0.816,174.027,4.0
Top & Low Rent,230507.0,False,11.0,Plone,For Beginner Piano,0.444,0.838,0.0,-9.87,0.0,0.035,0.00123,0.309,0.47,0.487,167.976,4.0
The Ghost of Vincent Price,308027.0,False,28.0,Wednesday 13,Transylvania 90210,0.384,0.974,0.0,-2.901,1.0,0.0612,3.83e-06,0.789,0.0673,0.288,97.758,4.0
Oceans (Where Feet May FaiI),283067.0,False,51.0,Rend Collective,Campfire II: Simplicity,0.533,0.768,9.0,-7.223,1.0,0.0542,0.163,0.0,0.0847,0.396,140.005,4.0
Selvmordssalme,360000.0,False,17.0,Urgehal,Goatcraft Torment,0.0679,0.917,9.0,-6.398,1.0,0.0686,1.51e-06,0.000689,0.211,0.194,184.386,4.0
Miracles - Live,518680.0,False,50.0,Jesus Culture;Chris Quilala,Let It Echo (Live),0.375,0.681,2.0,-7.758,1.0,0.0404,0.00122,0.00265,0.632,0.0676,143.885,4.0
A Vida É Curta Pra Viver Depois,218080.0,False,44.0,BaianaSystem;Carolaine,Oxeaxeexu,0.685,0.702,8.0,-6.914,1.0,0.0541,0.397,6.35e-05,0.114,0.57,92.03,4.0
The End of the World,253300.0,False,29.0,Celldweller,Satellites,0.561,0.611,1.0,-7.102,1.0,0.0307,0.0109,0.000343,0.113,0.0739,89.98,4.0
God Only Knows,168867.0,True,18.0,AMB,Blood in Blood Out,0.668,0.778,4.0,-5.69,1.0,0.0303,0.0112,0.0,0.169,0.5,101.979,3.0
Bitter For Sweet,369800.0,False,22.0,Blaqk Audio,CexCells,0.586,0.865,9.0,-5.987,0.0,0.0588,0.361,0.000464,0.0919,0.148,120.0,4.0
YAHWEH (No One) (with Elevation Worship),290633.0,False,45.0,Chris Tomlin;Elevation Worship,Always,0.538,0.797,10.0,-6.794,1.0,0.0568,0.014,0.0,0.0966,0.21,137.036,4.0
New & Improved,347072.0,False,25.0,Greensky Bluegrass,Stress Dreams,0.529,0.539,7.0,-13.324,1.0,0.0331,0.355,0.29,0.348,0.558,124.156,4.0
Musik fur Computer:Filmmusic fur OUTER SPACE,554440.0,False,0.0,Kiawasch Sahebnassagh,Schlaflied unter der Ruine(Lalai zir-e Avar) - Music fur Ensemble & Computer,0.36,0.543,1.0,-14.68,1.0,0.556,0.352,0.0344,0.312,0.0864,77.043,4.0
Your Soul Knows (Theta Waves),120882.0,False,34.0,Light Garden,Your Soul Knows,0.137,0.0251,11.0,-34.116,1.0,0.0463,0.863,0.864,0.099,0.0397,142.886,4.0
Full Throttle,332540.0,False,34.0,LeKtriQue;MIDNIGHT CVLT,Night Fall,0.649,0.935,8.0,-4.473,0.0,0.0528,0.00274,0.676,0.11,0.22,125.995,4.0
Questions,177157.0,False,69.0,Lost Frequencies;James Arthur,Questions,0.599,0.713,11.0,-7.008,1.0,0.0542,0.405,2.53e-05,0.266,0.518,123.962,4.0
Jesus Walked On Water... (feat. Alicia Mv),69307.0,False,0.0,Leila Bela;Alicia Mv,Angra Manyu,0.409,0.499,4.0,-12.559,1.0,0.0475,0.812,0.389,0.318,0.405,136.747,1.0
Antifona: Sub tuum praesidium,50000.0,False,0.0,Traditional;Cappella Musicale di Santa Maria in Campitelli di Roma;Vincenzo Di Betta,Giovannini: Messa a Quattro Breve Concertata,0.227,0.0338,8.0,-27.568,1.0,0.0519,0.985,0.0,0.251,0.395,73.746,3.0
