name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
O Meri Jaan,305600.0,False,58.0,Pritam;KK,Life In A Metro (Original Motion Picture Soundtrack),0.53,0.795,7.0,-6.547,1.0,0.0314,0.17,2.81e-05,0.157,0.546,150.009,4.0
Eu Vou Tirar Você Desse Lugar,181864.0,False,34.0,Chicão dos Teclados,Album Seresta as Melhores 2K20,0.681,0.607,5.0,-9.127,1.0,0.03,0.259,0.0,0.722,0.799,126.943,4.0
Jealousy,683893.0,False,18.0,Tony Allen;Africa 70,"Progress, Jealousy",0.866,0.636,1.0,-12.801,1.0,0.134,0.222,0.558,0.131,0.859,99.615,4.0
Symmetry C,219600.0,False,21.0,Scooter,Scooter Forever,0.495,0.917,1.0,-7.974,1.0,0.0297,8.89e-05,0.847,0.339,0.203,140.001,4.0
Strawberry Time (オリジナル・カラオケ),241053.0,False,33.0,Seiko Matsuda,Strawberry Time,0.613,0.88,10.0,-7.322,0.0,0.0278,0.0588,0.876,0.34,0.625,133.059,4.0
Bomb the Blocks,323987.0,False,15.0,Bassnectar;Persia,Underground Communication,0.672,0.835,0.0,-6.983,1.0,0.187,0.0399,0.0499,0.413,0.545,94.995,4.0
Feel It,161985.0,True,28.0,Teejay,Feel It,0.552,0.57,11.0,-6.481,0.0,0.195,0.495,3.44e-06,0.124,0.281,76.62,1.0
O Destino Não Quis - Ao Vivo Em São Paulo,194877.0,False,46.0,Maneva,Ao Vivo Em São Paulo,0.711,0.503,9.0,-8.02,1.0,0.042,0.458,0.0,0.485,0.668,135.912,4.0
Hemkomst,306813.0,False,17.0,Månegarm,Urminnes hävd - The Forest Sessions,0.257,0.495,0.0,-8.64,1.0,0.0325,0.617,0.00938,0.277,0.355,83.219,3.0
Pleasure Dome - mixed,149853.0,False,16.0,Armando,DJ-Kicks (Nina Kraviz) [DJ Mix],0.803,0.862,11.0,-10.293,1.0,0.0601,0.0806,0.899,0.152,0.389,126.633,3.0
Lord I Lift Your Name On High,213173.0,False,41.0,Lincoln Brewster,Live To Worship,0.479,0.942,8.0,-5.803,1.0,0.041,0.0297,1.09e-05,0.112,0.647,96.397,4.0
Loving Me Wrong,216574.0,False,19.0,Stanton Warriors,Rebel Bass,0.75,0.93,7.0,-6.093,1.0,0.0476,0.00146,0.349,0.178,0.565,128.0,4.0
Even So Come - Live,254373.0,False,51.0,Passion;Chris Tomlin,Passion: Even So Come (Live),0.301,0.762,7.0,-3.392,1.0,0.0402,0.0919,0.0,0.0822,0.223,161.864,3.0
Ham Gallery,201400.0,False,9.0,The Poets Of Rhythm,Discern / Define,0.781,0.848,7.0,-9.61,1.0,0.0898,0.0276,0.767,0.0472,0.641,109.49,4.0
Raid,153786.0,True,20.0,Intence;Countree Hype,Raid,0.953,0.617,4.0,-7.589,0.0,0.281,0.321,0.0,0.0714,0.556,103.022,4.0
Kesariya - Lofi Flip,240158.0,False,61.0,VIBIE;Arijit Singh;Pritam,Kesariya (Lofi Flip),0.602,0.41,11.0,-12.368,1.0,0.0391,0.213,1.19e-06,0.235,0.0671,95.02,4.0
Uiyi Guaye,305440.0,True,21.0,Calle 13,Residente o Visitante,0.734,0.783,7.0,-7.379,1.0,0.154,0.0692,0.00323,0.563,0.767,183.918,4.0
Solider Schlafinkubator,182845.0,False,54.0,Weißes Rauschen HD,Weißer Lärm Baby Schlaf (Meeresrauschen),0.138,0.628,2.0,-16.991,0.0,0.0513,0.686,0.982,0.873,1e-05,139.633,4.0
Chronicles - Genesis Live Edit,588242.0,False,7.0,MIKTEK,Hereafter,0.129,0.395,1.0,-14.684,0.0,0.0461,0.811,0.868,0.116,0.117,197.781,4.0
Horizon Butterfly,120000.0,False,47.0,DGHTR,HoriZon Butterfly,0.78,0.446,11.0,-10.857,0.0,0.0898,0.564,0.864,0.104,0.507,90.019,4.0
Winning Streak,186776.0,True,22.0,Masicka,Winning Streak,0.643,0.596,6.0,-7.871,0.0,0.433,0.0785,0.0,0.379,0.399,126.324,5.0
Streets,376714.0,False,10.0,Subheim,No Land Called Home,0.242,0.549,6.0,-10.204,1.0,0.0358,0.208,0.902,0.113,0.0758,140.013,4.0
Strange as it Seems,268307.0,False,18.0,The Wood Brothers,One Drop of Truth,0.485,0.113,2.0,-13.116,1.0,0.0345,0.883,0.00763,0.108,0.0628,145.722,4.0
System Crash [Mix Cut] - Original Mix,122853.0,False,29.0,Amnesys;Lenny Dee,Defqon.1 2010 - No Time To Waste,0.428,0.972,7.0,-6.479,1.0,0.381,0.00618,3.46e-06,0.89,0.55,169.982,4.0
Here I Am Send Me - Live,476420.0,False,32.0,Darlene Zschech,Here I Am Send Me (Live),0.401,0.668,2.0,-8.731,0.0,0.0404,0.0224,0.0,0.122,0.277,75.995,4.0
Imagina,237573.0,False,8.0,Porta,Rap x siempre,0.705,0.833,2.0,-3.915,1.0,0.208,0.431,0.0,0.285,0.864,172.021,4.0
Nosso Amor É Maior,206342.0,False,42.0,Moleca 100 Vergonha,Sempre Haverá Amor - Vol 08 - A Caceteira do Forro,0.549,0.768,4.0,-6.056,1.0,0.0652,0.368,0.0,0.266,0.82,164.043,4.0
"Spooky, Scary Skeletons - Lo-Fi",123535.0,False,1.0,hope mona,trick or treat on beat,0.804,0.383,11.0,-9.791,0.0,0.272,0.792,0.816,0.118,0.594,94.559,4.0
the 27 club,236439.0,True,51.0,JPEGMAFIA,black ben carson,0.486,0.662,1.0,-6.919,1.0,0.157,0.513,0.000197,0.653,0.526,101.231,4.0
Whap Whap (feat. F.S.),181116.0,False,53.0,Skillibeng;F.S.,Whap Whap (feat. F.S.),0.895,0.78,6.0,-6.458,0.0,0.232,0.207,9.76e-05,0.118,0.59,106.988,4.0
Xerrox 2ndevol,224013.0,False,12.0,alva noto,"Xerrox, Vol. 3",0.311,0.0811,1.0,-27.714,0.0,0.036,0.973,0.815,0.0677,0.0372,111.219,5.0
Invocation,474720.0,False,23.0,Killing Joke,Hosannas from the Basements of Hell,0.547,0.852,7.0,-5.788,1.0,0.0324,0.00295,0.0795,0.159,0.53,92.983,3.0
True Colors,224867.0,False,46.0,Zedd;Kesha,True Colors,0.568,0.794,2.0,-3.317,0.0,0.0371,0.398,3.95e-05,0.104,0.489,126.023,4.0
快盗ルビイ(小泉今日子 & 大滝詠一デュエット・ヴァージョン),253348.0,False,28.0,Kyoko Koizumi;大滝詠一,KYON3~KOIZUMI the Great 51~,0.529,0.622,4.0,-6.981,1.0,0.0292,0.438,7.72e-05,0.322,0.498,117.572,4.0
Never Look Back,481920.0,False,47.0,Boris Brejcha,Space Diver,0.871,0.618,0.0,-8.251,1.0,0.044,0.000284,0.889,0.0828,0.451,124.989,4.0
Walking Away,118588.0,False,23.0,Samarinen,Tapeloop,0.683,0.0406,4.0,-13.429,0.0,0.0944,0.961,0.962,0.0991,0.652,85.0,4.0
Higher Ground,215131.0,False,62.0,ODESZA;Naomi Wild,A Moment Apart,0.629,0.852,1.0,-5.094,1.0,0.0521,0.0865,0.0215,0.263,0.415,104.997,4.0
Carrousel - Short Version,257851.0,False,54.0,NTO,Carrousel (Short Version),0.662,0.429,4.0,-12.522,1.0,0.0437,0.0418,0.882,0.105,0.15,121.034,4.0
Stomp,270133.0,False,12.0,Bassnectar;Seasunz,Underground Communication,0.415,0.795,4.0,-6.957,0.0,0.0578,0.00046,0.183,0.0649,0.79,99.989,4.0
Floyd,339948.0,False,41.0,Avoure,U,0.756,0.722,4.0,-8.141,0.0,0.0622,0.476,0.933,0.113,0.128,119.991,4.0
Love You to Death,428800.0,False,62.0,Type O Negative,October Rust (Special Edition),0.423,0.738,6.0,-7.329,1.0,0.0319,0.359,0.084,0.0801,0.276,111.414,4.0
The New Day,164000.0,False,41.0,Jolly Jordan,The New Day,0.66,0.43,9.0,-8.103,0.0,0.0278,0.277,0.868,0.144,0.309,79.996,4.0
Eleven Degrees North,224000.0,False,39.0,Simeon Oliver,If You Please,0.2,0.0159,10.0,-32.112,0.0,0.0424,0.989,0.827,0.108,0.0336,67.532,5.0
Cais,194778.0,False,24.0,Samuca e a Selva;Criolo,Tudo Que Move É Sagrado,0.714,0.431,10.0,-9.564,0.0,0.0327,0.781,0.00816,0.116,0.501,125.94,3.0
Milagres - Ao Vivo,434469.0,False,46.0,Juliano Son,Livres ao Vivo em São Paulo,0.265,0.656,0.0,-6.486,1.0,0.036,0.0096,0.000277,0.27,0.0691,143.864,4.0
Let the Music Take Control - House Mix,370040.0,False,7.0,J.M. Silk,Hold on to Your Dream (Bonus Track Version),0.834,0.875,1.0,-6.996,1.0,0.0513,0.0674,0.00267,0.37,0.899,119.634,4.0
Momentum - Live,224854.0,False,41.0,Planetshakers;Su Presencia,Sé Quién Eres Tú,0.536,0.962,10.0,-5.902,1.0,0.13,0.00146,1.84e-06,0.972,0.414,133.991,4.0
Embalming The Masses,279227.0,False,19.0,Rose Funeral,The Resting Sonata,0.257,0.899,0.0,-8.823,0.0,0.0999,7.44e-06,0.684,0.0642,0.278,110.944,4.0
Wind It Up - The Rewound Edit,211000.0,False,20.0,The Prodigy,Wind It Up (Rewound),0.578,0.735,1.0,-11.431,1.0,0.0378,0.000797,0.782,0.234,0.552,145.096,4.0
Song Cry,177585.0,True,18.0,Rygin King,Therapy,0.775,0.574,5.0,-7.418,1.0,0.157,0.254,0.0,0.277,0.615,87.998,4.0
Slow Train Through Georgia,247667.0,False,18.0,Norman Blake,Whiskey Before Breakfast,0.52,0.146,3.0,-18.425,1.0,0.0315,0.918,0.00397,0.129,0.497,155.023,4.0
Combustion - Original Mix,329360.0,False,16.0,Colombo,The Antological Big Beat,0.832,0.79,9.0,-7.207,1.0,0.132,0.0107,0.781,0.0722,0.131,119.989,4.0
Lockin',197093.0,False,11.0,DJ Icey,Take a Little Take a Lot,0.73,0.838,1.0,-5.422,1.0,0.0347,0.00119,0.639,0.116,0.222,127.993,4.0
Polina,471140.0,False,0.0,Agents Of Time,Tsugi Club,0.761,0.635,9.0,-7.386,1.0,0.0379,0.000302,0.918,0.104,0.106,124.556,4.0
10年桜,255987.0,False,20.0,AKB48,AKB48 15th Anniversary Single PLAYLIST I,0.426,0.974,8.0,-2.048,1.0,0.0729,0.0231,1.02e-05,0.0547,0.703,173.419,4.0
Work That Mutha Fucker - Gettoblaster & Robert Armani Remix,356807.0,True,5.0,Steve Poindexter;Gettoblaster;Robert Armani,Work That Mutha Fucker (Gettoblaster & Robert Armani Remix),0.812,0.928,6.0,-7.541,1.0,0.086,2.79e-05,0.905,0.0864,0.104,124.983,4.0
Incontenible,268441.0,False,24.0,Planetshakers,Legado,0.558,0.834,0.0,-5.552,0.0,0.045,0.0357,1.29e-05,0.194,0.483,127.931,4.0
Time to Find Me (Come Inside),307307.0,False,14.0,Seefeel,More Like Space,0.336,0.425,4.0,-15.039,1.0,0.095,0.107,0.982,0.288,0.554,132.302,5.0
Cuando Suba La Marea,265213.0,False,52.0,Amaral,Hacia Lo Salvaje,0.634,0.643,8.0,-5.177,1.0,0.0271,0.386,9.61e-05,0.109,0.409,115.997,4.0
Nightcrawler,197288.0,False,47.0,Duke Dumont;Say Lou Lou,Duality,0.744,0.699,0.0,-6.63,1.0,0.0517,0.00369,0.000234,0.402,0.508,117.99,4.0
The Original Video Clash: Video Clash II - Street mix,281070.0,False,11.0,dj funk,Hardcore Traxx: Dance Mania Records 1986-1995,0.882,0.458,0.0,-8.579,1.0,0.0706,0.000618,0.893,0.605,0.0894,133.945,4.0
Seeing Red,211493.0,False,23.0,Entombed,Uprising,0.2,0.973,6.0,-3.391,0.0,0.0784,2.98e-05,0.000521,0.331,0.148,124.365,4.0
今天陽光就是特別耀眼特別和諧 feat. 韋禮安,186015.0,False,50.0,Pets Tseng;WeiBird,今天陽光就是特別耀眼特別和諧,0.569,0.488,0.0,-9.698,1.0,0.0409,0.175,0.0,0.263,0.212,81.998,4.0
Magic Fever,291373.0,False,20.0,Plastilina Mosh,Hola Chicuelos,0.61,0.808,6.0,-5.957,1.0,0.0549,0.0952,0.44,0.362,0.556,137.086,4.0
Inferno são os outros,211707.0,False,51.0,Detonautas Roque Clube,Detonautas Acústico,0.642,0.797,6.0,-7.173,0.0,0.0286,0.0899,1.38e-05,0.732,0.563,110.055,4.0
New Rules,209320.0,False,83.0,Dua Lipa,Dua Lipa (Deluxe),0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4.0
Hairdryer Sound for Sleep,168250.0,False,57.0,Pink Noise;Sleepy Times,Soothing Hum: Pink Noise,0.155,0.528,1.0,-20.523,1.0,0.179,0.774,0.652,0.112,0.0236,82.845,1.0
Let's Bounce,241908.0,False,18.0,Plump DJs,Let's Bounce,0.904,0.75,1.0,-3.189,0.0,0.0549,0.00336,0.105,0.0685,0.671,126.006,4.0
Just Buggin',256534.0,False,12.0,Fast Eddie;Tyree Cooper;MC D;MC NELL,Most Wanted,0.91,0.818,7.0,-4.157,1.0,0.256,0.00103,0.0,0.118,0.726,121.788,4.0
Die Very Rough - Remix,142602.0,False,30.0,Mvntana,Die Very Rough (Remix),0.725,0.529,11.0,-10.434,0.0,0.0566,0.0154,0.0268,0.268,0.321,82.512,4.0
South Texas Deathride,204293.0,True,52.0,The Union Underground,...An Education In Rebellion,0.484,0.924,9.0,-5.119,1.0,0.0994,0.00607,0.0184,0.218,0.557,90.475,4.0
Hipnosis Real,350000.0,False,4.0,Ondas Delta,"Abre Tu Mente: Música con Sonidos Binaurales y Ondas Cerebrales, Creatividad y Memoria",0.205,0.181,0.0,-18.639,0.0,0.0618,0.987,0.968,0.129,0.0377,72.184,3.0
Clean White Noise - Loopable Without Fade,67682.0,False,37.0,White Noise Babies,Loopable White Noise For Baby Sleep,0.0,2.03e-05,10.0,-43.046,1.0,0.0,0.974,0.00105,0.101,0.0,0.0,0.0
Wanna Play? - 270 BPM Terror Edit,108126.0,False,53.0,The Prophet,Wanna Play? (270 BPM Terror Edit),0.679,0.984,10.0,-1.281,1.0,0.316,0.585,0.0,0.518,0.394,135.066,4.0
Soothing White Noise - Loopable With No Fade,65248.0,False,35.0,White Noise Sleep Sounds,Soothing White Noise,0.0,0.000687,10.0,-49.531,0.0,0.0,0.908,0.943,0.101,0.0,0.0,0.0
Spring of Life - Level3-mix,359040.0,False,19.0,Perfume,LEVEL3 (Bonus Edition),0.604,0.968,1.0,-1.939,1.0,0.0622,0.000155,0.62,0.0197,0.922,132.004,4.0
Etérea,253098.0,False,32.0,Criolo,Etérea,0.824,0.72,6.0,-8.189,0.0,0.142,0.416,0.101,0.102,0.374,116.981,4.0
Agony #TiH,222000.0,True,16.0,Dj Mad Dog;MC Jeff,RUDENESS - Hardcore beyond rules,0.388,0.914,7.0,-5.475,1.0,0.356,0.00105,0.0166,0.367,0.187,172.915,4.0
Pajaros de Barro,246240.0,False,64.0,Manolo Garcia,Arena En Los Bolsillos,0.719,0.597,5.0,-5.964,0.0,0.106,0.485,0.0,0.0762,0.651,144.99,4.0
Since Day One,150000.0,False,40.0,huglord,Since Day One,0.759,0.483,7.0,-8.674,1.0,0.0616,0.168,0.942,0.301,0.336,79.991,4.0
Introvert,180984.0,False,18.0,TakeOva,Introvert,0.564,0.506,11.0,-7.774,1.0,0.268,0.457,0.0,0.102,0.707,94.78,4.0
Tubarão,142333.0,False,36.0,BaianaSystem,Oxeaxeexu,0.738,0.925,0.0,-4.205,1.0,0.0429,0.0125,0.836,0.153,0.704,131.065,4.0
Slapperoni Pizza,131316.0,False,20.0,Jobii,Sisel,0.403,0.463,8.0,-7.071,1.0,0.154,0.558,0.843,0.112,0.341,166.072,4.0
Why?,378044.0,True,0.0,Confess,Beginning of Dominion,0.463,0.946,1.0,-3.651,1.0,0.0582,0.000149,0.000195,0.554,0.219,119.977,4.0
Last Day - David August Revision,404819.0,False,52.0,Kollektiv Turmstrasse;DAVID AUGUST,Diynamic Revisited (By David August),0.674,0.496,10.0,-14.709,0.0,0.0357,0.281,0.929,0.11,0.398,112.011,4.0
The Lighthouse’s Tale,300333.0,False,23.0,Nickel Creek,Reason's Why (The Very Best),0.488,0.296,4.0,-12.165,0.0,0.0327,0.617,0.0,0.0632,0.299,115.749,4.0
Awake My Soul - Live,280373.0,False,38.0,Hillsong Worship;Brooke Ligertwood,Awake,0.267,0.484,5.0,-9.222,1.0,0.0332,0.00284,2.69e-06,0.946,0.206,126.865,4.0
The Viking,273280.0,False,16.0,Ikebe Shakedown,Ikebe Shakedown,0.732,0.967,7.0,-6.559,1.0,0.0514,0.332,0.882,0.0555,0.755,110.103,4.0
Put Love Where You Want It,316840.0,False,11.0,Ten City,State of Mind,0.624,0.468,8.0,-15.441,1.0,0.0996,0.0473,2.19e-05,0.188,0.802,167.91,4.0
Princesas,218040.0,False,4.0,Pereza,Éxitos del Pop en Español de los Años 2000,0.683,0.824,7.0,-4.307,1.0,0.0397,0.0607,0.0,0.342,0.724,131.874,4.0
Brown Noise For Sleep 7,69375.0,False,34.0,Granular,Brown Noise For Sleep,0.16,0.517,2.0,-23.447,1.0,0.0427,0.655,0.396,0.119,0.0492,71.268,4.0
Best Life,172800.0,True,15.0,Teejay,Best Life,0.827,0.645,5.0,-5.742,1.0,0.0783,0.0966,0.0,0.0794,0.356,100.094,4.0
Families,296851.0,False,45.0,Peppa Pig Stories,Families,0.618,0.369,3.0,-13.64,1.0,0.901,0.754,0.0,0.453,0.775,154.141,4.0
Babel's Tower,494060.0,False,23.0,Primordial,Where Greater Men Have Fallen,0.235,0.945,11.0,-4.349,1.0,0.0967,0.000325,0.0559,0.162,0.214,121.99,4.0
Aether,373761.0,False,21.0,Mr. Fingers,Cerebral Hemispheres,0.735,0.518,2.0,-14.334,1.0,0.0702,0.223,0.858,0.111,0.164,109.002,4.0
I WANT TO DiE!!!!!,242827.0,False,19.0,BiS,ANTi CONFORMiST SUPERSTAR,0.471,0.966,7.0,-1.848,0.0,0.0617,0.0002,0.0621,0.189,0.268,99.993,4.0
將故事寫成我們,336053.0,False,52.0,JJ Lin,將故事寫成我們,0.465,0.64,8.0,-3.818,1.0,0.0302,0.622,1.3e-06,0.109,0.373,134.891,4.0
Prince Ali - Japanese Version,209667.0,False,20.0,Koichi Yamadera,Aladdin (Original Motion Picture Soundtrack/Japanese Version),0.36,0.682,10.0,-6.473,0.0,0.101,0.286,0.0,0.0825,0.446,98.001,4.0
Everytime - 92 Sounds Remix,164571.0,False,21.0,LTGTR;92 Sounds,Everytime,0.698,0.785,4.0,-9.315,0.0,0.0671,0.0622,0.00203,0.28,0.694,123.999,4.0
Rage,192293.0,True,14.0,Teejay;Extended Play Records,Rage,0.68,0.684,2.0,-6.009,1.0,0.064,0.023,0.0,0.124,0.329,100.096,4.0
Möt familjen,128347.0,False,16.0,Germaine Franco,Encanto (Svenskt Original Soundtrack),0.808,0.316,0.0,-14.883,1.0,0.0847,0.434,0.746,0.0797,0.315,96.393,4.0
Hunters Not Horned,407600.0,False,16.0,Sigh,Heir To Despair,0.262,0.752,2.0,-8.039,1.0,0.0426,0.00168,0.0135,0.38,0.19,134.877,4.0
Summer Of Love,180000.0,False,4.0,Ten City,Judgement,0.655,0.896,11.0,-4.812,1.0,0.0772,0.0153,1.26e-05,0.0793,0.82,124.019,4.0
Send Me an Angel,237960.0,False,26.0,Zeromancer,Eurotrash,0.595,0.67,2.0,-6.146,0.0,0.0362,3.73e-05,0.0213,0.243,0.238,130.03,4.0
Shooting Star (Al Storm's HS Remix),311787.0,False,18.0,Bang!,Shooting Star EP,0.53,0.995,10.0,-2.924,0.0,0.101,0.00208,0.423,0.0541,0.349,174.013,4.0
Música para Estudiar,369000.0,False,15.0,Estudio Hermoso,"Música para Estudiar 2020: Música Relajante para Estudiar y Leer, Música Instrumental de Piano",0.109,0.187,0.0,-20.388,0.0,0.0354,0.933,0.979,0.162,0.0318,92.223,5.0
E 20.306 W,221601.0,False,0.0,Ahoora,20.30,0.633,0.742,2.0,-5.686,1.0,0.0583,0.196,0.000939,0.0817,0.557,130.0,4.0
Düp Düp - Radio Version,213320.0,False,26.0,Mickie Krause,Krause's Fussballhits,0.588,0.999,0.0,-3.615,1.0,0.0815,0.107,0.0568,0.846,0.622,140.005,4.0
Making Hay,237107.0,False,21.0,Dan Tyminski,Wheels,0.505,0.367,2.0,-10.009,1.0,0.0271,0.841,0.0,0.114,0.564,142.702,4.0
Feo Fuerte y Formal,242267.0,False,60.0,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",0.716,0.879,5.0,-6.179,0.0,0.0349,0.0454,0.0,0.243,0.905,126.368,4.0
Indios y Vaqueros,184001.0,False,63.0,Sinsinati;Álvaro De Luna,Indios y Vaqueros,0.606,0.797,8.0,-6.23,1.0,0.0702,0.0607,0.0,0.366,0.851,100.015,4.0
Esqueceu de Me Esquecer,174733.0,False,35.0,Rainhas da Farra,Esqueceu de Me Esquecer,0.743,0.79,7.0,-5.052,0.0,0.0293,0.484,0.0,0.211,0.376,123.983,4.0
Hunger For Your Vibe - Moonwalk Remix,392625.0,False,35.0,Arm In Arm;Moonwalk,Hunger for Your Vibe,0.791,0.872,1.0,-9.775,1.0,0.0465,3e-05,0.896,0.0912,0.0418,122.997,4.0
Radiate - SPY Version,183636.0,False,25.0,Scooter;VASSY,Radiate (SPY Version),0.536,0.862,6.0,-2.463,0.0,0.0797,0.00231,2.89e-05,0.642,0.341,131.937,4.0
Dancin (feat. Luvli) - Original Mix,448774.0,False,29.0,Aaron Smith;Luvli,"Best Of Moody Recordings, Vol. 1",0.685,0.909,1.0,-6.021,0.0,0.0568,1.43e-05,0.0719,0.057,0.643,131.001,4.0
Matkar Maya Ko Ahankar,365673.0,False,56.0,Kabir Cafe,Panchrang,0.797,0.515,1.0,-6.289,1.0,0.0257,0.614,1.32e-05,0.138,0.612,107.48,1.0
Yalanmış,181281.0,False,36.0,Asu Maralman,Yalanmış - Yalnızlık,0.578,0.737,0.0,-4.463,0.0,0.0342,0.621,0.0,0.69,0.734,102.909,4.0
Mann gegen Mann,230560.0,False,51.0,Rammstein,Rosenrot,0.448,0.878,8.0,-5.288,1.0,0.0727,0.000703,0.193,0.063,0.579,166.105,4.0
Onde Está O Meu Amor? - Ao Vivo,182667.0,False,12.0,RPM,RPM 2002 (Ao Vivo),0.491,0.375,7.0,-9.326,1.0,0.0252,0.409,8.94e-05,0.347,0.237,105.09,4.0
Nok Tup,245133.0,False,11.0,Luke Vibert,YosepH,0.801,0.844,11.0,-4.863,0.0,0.058,0.175,0.921,0.177,0.82,122.413,3.0
Cartoons & Cereal,235729.0,False,38.0,Silva Sax,Cartoons & Cereal,0.749,0.233,5.0,-16.252,1.0,0.035,0.735,0.937,0.112,0.47,82.999,4.0
Smiling Faces,242093.0,False,3.0,Audio Bullys,Higher Than the Eiffel,0.69,0.677,6.0,-5.195,1.0,0.0426,0.00805,0.393,0.598,0.621,122.975,4.0
守著陽光守著你,263867.0,False,17.0,陳艾玲,心夢淚痕 (民歌小唱),0.337,0.335,4.0,-8.328,1.0,0.0299,0.844,0.0,0.0626,0.197,92.165,4.0
Vem Me Buscar - Ao Vivo,418699.0,False,71.0,Jefferson & Suellen,Vem Me Buscar (Ao Vivo),0.423,0.74,3.0,-5.309,0.0,0.0344,0.0206,0.0,0.523,0.166,135.906,4.0
Strings Attached,151913.0,False,5.0,Dusty Decks,Midnight Set,0.747,0.473,11.0,-8.565,1.0,0.0448,0.0096,0.82,0.158,0.575,91.984,4.0
R138,202800.0,False,20.0,PASSEPIED,more humor,0.5,0.863,6.0,-5.496,1.0,0.0676,0.00263,2.25e-05,0.374,0.566,147.944,4.0
De Glimlach Van Een Kind,181877.0,False,14.0,René van Kooten,Beste Zangers Seizoen 9 (Aflevering 4 - Hoofdartiest Willeke Alberti),0.419,0.442,6.0,-11.646,0.0,0.0386,0.747,0.0,0.173,0.216,119.839,4.0
Keep on Moving - Main Mix,379600.0,False,16.0,Frankie Knuckles;Nikki Richars,DJ Vibe Presents Global Grooves Vol.2,0.707,0.911,9.0,-7.54,1.0,0.0497,0.0391,0.784,0.127,0.642,122.658,4.0
Activar la Glándula Pineal,705288.0,False,28.0,Mc_team,Música Relajante Para Calmar La Mente,0.308,0.148,4.0,-23.87,1.0,0.0395,0.83,0.811,0.0963,0.0398,116.531,3.0
God Is Here - Live,364053.0,False,43.0,Darlene Zschech,Revealing Jesus,0.358,0.741,2.0,-6.633,1.0,0.0613,0.000167,1.45e-06,0.555,0.0752,121.133,4.0
"Cachaça,Mulher e Gaia",183907.0,False,39.0,Cavaleiros do Forró,"No Reino dos Cavaleiros, Vol. 5",0.498,0.927,9.0,-5.228,1.0,0.0559,0.461,0.0,0.3,0.962,179.887,4.0
Dalai Lama,338493.0,False,43.0,Rammstein,"Reise, Reise",0.522,0.907,0.0,-5.062,1.0,0.0345,0.00912,5.06e-06,0.195,0.5,156.034,4.0
Fetish,186113.0,False,9.0,Selena Gomez;Gucci Mane,Concierto en la ducha,0.708,0.617,2.0,-4.424,1.0,0.0593,0.0204,6.81e-06,0.062,0.265,123.006,4.0
Χ Ξ Σ - 666,348053.0,False,46.0,Rotting Christ,Kata Ton Daimona Eaytoy (Do What Thou Wilt),0.39,0.758,3.0,-6.329,1.0,0.0312,0.00114,0.829,0.0978,0.0993,84.003,4.0
Turf Wars,251586.0,False,15.0,Datsik;Protohype;Init,Shell Shock Legends,0.67,0.96,2.0,-1.175,1.0,0.0579,0.000354,0.0101,0.458,0.2,145.065,4.0
Hard Way,256012.0,False,17.0,Funker Vogt,Hard Way,0.643,0.978,1.0,-6.997,0.0,0.113,0.00221,0.000804,0.0818,0.23,136.044,4.0
热爱105°C的你,195328.0,False,56.0,A Si,热爱105°C的你,0.799,0.613,10.0,-5.948,1.0,0.0446,0.363,0.0,0.0588,0.751,137.124,4.0
Meu Pai,303220.0,False,45.0,Missionário Shalom,Meu Pai,0.299,0.118,0.0,-14.812,1.0,0.0349,0.96,0.0,0.946,0.195,66.954,4.0
differences in kind,287762.0,False,0.0,Jaleh Negari,Weaver ~,0.344,0.427,7.0,-14.244,1.0,0.0768,0.73,0.908,0.0893,0.129,162.969,4.0
Distance Experience,415000.0,False,13.0,Alphaxone,Chronosphere,0.157,0.254,3.0,-21.224,1.0,0.0384,0.827,0.944,0.113,0.234,94.337,4.0
Spangle - Autechre Remix,737040.0,False,20.0,Seefeel;Autechre,St / Fr / Sp,0.332,0.189,9.0,-18.957,1.0,0.0621,0.993,0.913,0.0538,0.037,125.336,4.0
Thumper,174993.0,False,13.0,DJ Baby Anne,Bass Switch,0.79,0.756,7.0,-7.042,1.0,0.0894,0.000185,0.81,0.0882,0.116,131.98,4.0
Saudade Dela e Ela Deu,208274.0,False,49.0,Alemão Do Forró;Gino & Geno,"Alemão do Forró, Vol. 06: O Rei do Forró Capixaba",0.832,0.692,11.0,-4.412,1.0,0.0523,0.731,0.0,0.0651,0.942,115.032,4.0
Pump Up The Volume - Original Mix,227386.0,False,6.0,The Prophet,The Hardcore Archive Part 3 (1997),0.707,0.92,0.0,-6.468,1.0,0.0831,0.269,0.798,0.101,0.0739,110.961,4.0
Bumbum no Paredão,152607.0,False,39.0,Anderson & Vei da Pisadinha,Ao Vivo em Brejo Santo,0.774,0.819,6.0,-5.308,0.0,0.25,0.33,1.79e-05,0.0455,0.962,171.969,4.0
BADDEST FIRE,239507.0,False,22.0,BALLISTIK BOYZ from EXILE TRIBE,BALLISTIK BOYZ,0.562,0.945,9.0,-3.815,0.0,0.271,0.0928,0.0,0.287,0.663,175.944,4.0
Inevitável,210521.0,False,44.0,Desejo De Menina,Cumplicidade,0.508,0.68,6.0,-6.107,1.0,0.0525,0.3,0.0,0.244,0.535,79.521,4.0
